_date, average_price , total_volume ,_4046,_4225,_4770,total_bags,type,year,geography
23/01/2022 0:00, 1.60 ," 250,282.90 ",103854.85,144449.47,1978.57,93518.14,conventional,2022,Sacramento
16/01/2022 0:00, 1.66 ," 237,370.56 ",102379.07,133022.56,1968.93,109583.45,conventional,2022,Sacramento
09/01/2022 0:00, 1.34 ," 243,182.09 ",92558.25,148493.2,2130.65,106980.19,conventional,2022,Sacramento
03/01/2022 0:00, 1.43 ," 252,199.95 ",80768.1,169666.65,1765.2,117157.56,conventional,2022,Sacramento
23/01/2022 0:00, 1.30 ," 168,796.87 ",126494.43,24521.11,17781.33,140768.56,conventional,2022,San Diego
16/01/2022 0:00, 1.34 ," 180,336.07 ",143851.16,22816.58,13668.32,153529.28,conventional,2022,San Diego
09/01/2022 0:00, 1.29 ," 144,969.02 ",105996.43,21434.36,17538.23,146758.79,conventional,2022,San Diego
03/01/2022 0:00, 1.06 ," 148,195.32 ",108060.79,21698.54,18435.98,129031.34,conventional,2022,San Diego
23/01/2022 0:00, 1.69 ," 322,044.92 ",174333.38,144232.15,3479.38,118371.66,conventional,2022,San Francisco
16/01/2022 0:00, 1.65 ," 331,117.27 ",188648.54,139086.02,3382.71,123249,conventional,2022,San Francisco
09/01/2022 0:00, 1.24 ," 372,313.57 ",150508.24,217848.77,3956.57,129796.3,conventional,2022,San Francisco
03/01/2022 0:00, 1.50 ," 382,268.30 ",116532.81,262536.25,3199.25,142567.15,conventional,2022,San Francisco
23/01/2022 0:00, 1.39 ," 166,252.49 ",124001.97,41829.52,421.01,93035.92,conventional,2022,Seattle
16/01/2022 0:00, 1.63 ," 145,407.14 ",89729.43,55304.06,373.65,96395.56,conventional,2022,Seattle
09/01/2022 0:00, 1.43 ," 164,061.44 ",82570.95,81016.73,473.76,100642.11,conventional,2022,Seattle
03/01/2022 0:00, 1.40 ," 161,028.53 ",75036.19,85622.71,369.62,83658.27,conventional,2022,Seattle
23/01/2022 0:00, 1.34 ," 240,278.93 ",191091.85,47543.17,1643.91,139199.66,conventional,2022,South Carolina
16/01/2022 0:00, 1.30 ," 228,084.92 ",177534.32,48819.71,1730.89,164752.65,conventional,2022,South Carolina
09/01/2022 0:00, 1.18 ," 269,155.06 ",211980.58,55414.03,1760.44,149378.63,conventional,2022,South Carolina
03/01/2022 0:00, 1.11 ," 257,706.97 ",207706.98,48224.64,1775.35,157859.36,conventional,2022,South Carolina
23/01/2022 0:00, 1.23 ," 29,141.56 ",23099.54,6038.57,3.45,15155.65,conventional,2022,Spokane
16/01/2022 0:00, 1.44 ," 23,565.61 ",16008.23,7527.68,29.69,17050.72,conventional,2022,Spokane
09/01/2022 0:00, 1.26 ," 26,960.08 ",15984.1,10954.98,21,16933.86,conventional,2022,Spokane
03/01/2022 0:00, 1.24 ," 27,910.03 ",15530.85,12358.35,20.83,13610.72,conventional,2022,Spokane
23/01/2022 0:00, 1.21 ," 83,211.10 ",76999.14,6148.02,63.95,46532,conventional,2022,St. Louis
16/01/2022 0:00, 1.18 ," 83,579.16 ",78292.66,5183.95,102.55,57583.35,conventional,2022,St. Louis
